Scheme Name,Net Asset Value 
JM Liquid Fund (Regular) - Weekly IDCW,11.0035 
JM Liquid Fund - Growth Option,61.5462 
JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,41.4437 
JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,41.4437 
JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,41.4437 
JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan,57.8229 
JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan,41.4437 
JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,57.8230 
JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,41.4437 
JM Liquid Fund (Regular) - Bonus Option - Principal Units,19.7072 
JM Liquid Fund (Regular) - Daily IDCW,10.4302 
Kotak Liquid - Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct,1222.81 
Kotak Liquid - Growth - Direct,4588.1091 
Kotak Liquid Regular Plan Daily Reinvestment of Income Distribution cum capital withdrawal option,1222.81 
Kotak Liquid Regular Plan Growth,4556.1076 
Kotak Liquid Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend,1000.476 
Kotak Liquid-Institutional Plan  (Growth),3046.6062 
Kotak Liquid-Institutional Plan (Weekly Dividend),1011.079 
Kotak Liquid-Regular (Dividend),1002.9403 
Kotak Liquid-Regular (Growth),2893.5255 
LIC MF Liquid Fund-Direct Plan-Daily IDCW,1014.6694 
LIC MF Liquid Fund-Direct Plan-Growth,4123.5659 
LIC MF Liquid Fund-Regular Plan-Daily IDCW,1000.1751 
LIC MF Liquid Fund-Regular Plan-Growth,4073.9681 
Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW,1040.0708 
Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,1003.9874 
Mahindra Manulife Liquid Fund - Direct Plan -Growth,1477.6093 
Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,1000.4699 
Mahindra Manulife Liquid Fund - Regular Plan - Growth,1465.3879 
Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,1010.3829 
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years,1000.0000 
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years,1218.6343 
Mirae Asset Cash Management Fund - Direct Plan - Growth,2397.4788 
Mirae Asset Cash Management Fund - Growth,2362.0117 
Mirae Asset Cash Management Fund Direct  Daily IDCW,1075.8332 
Mirae Asset Cash Management Fund Direct Monthly IDCW,1139.3149 
Mirae Asset Cash Management Fund Direct Weekly IDCW,1217.6376 
Mirae Asset Cash Management Fund Regular Monthly IDCW,1156.9695 
Mirae Asset Cash Management Fund Regular Weekly IDCW,1153.8884 
Mirae Asset Cash Management Fund RegularDaily IDCW ,1066.4347 
Motilal Oswal Liquid Fund - Direct Growth,12.0964 
Motilal Oswal Liquid Fund - Regular Growth,12.0166 
Motilal Oswal Liquid Fund - Unclaimed Dividend - Greater than 3 years,10.0000 
Motilal Oswal Liquid Fund - Unclaimed Dividend- Upto 3 years,11.7550 
Motilal Oswal Liquid Fund - Unclaimed Redemption - Greater than 3 years,10.0000 
Motilal Oswal Liquid Fund - Unclaimed Redemption - Upto 3 years,11.5387 
Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,10.0856 
Motilal Oswal Liquid Fund Direct - IDCW Fortnightly Reinvestment,10.0116 
Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,10.0623 
Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,10.0077 
Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,10.0131 
Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,10.0055 
Motilal Oswal Liquid Fund Regular - IDCW Fortnightly Reinvestment,10.0113 
Motilal Oswal Liquid Fund Regular - IDCW Monthly Payout/Reinvestment,10.0615 
Motilal Oswal Liquid Fund Regular - IDCW Quarterly Payout/Reinvestment,10.0840 
Motilal Oswal Liquid Fund Regular - IDCW Weekly Reinvestment,10.0201 
Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment,10.0129 
Navi Liquid Fund - Direct Plan Monthly IDCW - Payout,10.161 
Navi Liquid Fund - Direct Plan Weekly IDCW - Payout,10.0063 
Navi Liquid Fund - Regular Plan Daily IDCW,10.0129 
Navi Liquid Fund - Regular Plan Monthly IDCW,10.138 
Navi Liquid Fund - Regular Plan Weekly IDCW,10.0067 
Navi Liquid Fund-Direct Plan-Growth Option,24.875 
Navi Liquid Fund-Regular Plan-Growth Option,24.6802 
Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years,10 
Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,24.7137 
NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,1528.7400 
NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,1528.7400 
NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,1593.3198 
NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,1016.5870 
NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,1531.5307 
Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,5555.0928 
NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1589.8780 
NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,1014.6137 
Nippon India Liquid Fund - Retail Option - Growth Plan,4930.5726 
NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.2800 
NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1331.0661 
NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1227.4074 
NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.9155 
NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1531.5085 
Nippon India Liquid Fund -Growth Plan,5499.9376 
Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,1114.1500 
Reliance Liquid Fund-Cash Plan-Growth Plan,2714.7678 
Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan,1004.4865 
Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan,1013.8310 
Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,1092.0644 
PGIM India INSTA CASH FUND - Annual Bonus Option,144.9174 
PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option,148.9974 
PGIM India Insta Cash Fund - Direct Plan -  Regular Bonus,138.2962 
PGIM India Insta Cash Fund - Direct Plan - Annual Dividend,144.7765 
PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend,145.6889 
PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus,132.9596 
PGIM India Insta Cash Fund - Quarterly Dividend Option,143.9385 
PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION,13.7989 
PGIM India Insta Cash Fund- Annual Dividend Option,144.7569 
PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,10.3577 
PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,10.0516 
PGIM India Insta Cash Fund-Institutional Plan-Growth,26.2743 
PGIM India INSTA CASH FUND-Monthly Bonus Option,140.0664 
PGIM India Liquid Fund - Bonus Option,186.8975 
PGIM India Liquid Fund - Daily Dividend,100.304 
PGIM India Liquid Fund - Direct Plan - Daily Dividend,108.57 
PGIM India Liquid Fund - Direct Plan - Growth,296.0072 
PGIM India Liquid Fund - Direct Plan - Monthly Dividend,111.5883 
PGIM India Liquid Fund - Direct Plan - Weekly Dividend,100.5834 
PGIM India Liquid Fund - Growth,293.3116 
PGIM India Liquid Fund - Monthly Dividend,112.2184 
PGIM India Liquid Fund - Weekly Dividend,100.5818 
PGIM India Liquid Fund-DIVIDEND-Daily Dividend,10.301 
PGIM India Liquid Fund-DIVIDEND-MONTHLY DIVIDEND,10.0577 
PGIM India Liquid Fund-Growth-GROWTH,27.706 
Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW,1000.5404 
Parag Parikh Liquid Fund- Direct Plan- Growth,1265.4455 
Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,1006.9218 
Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW,1001.2262 
Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW,1000.5404 
Parag Parikh Liquid Fund- Regular Plan- Growth,1259.0041 
Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW,1006.8591 
Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW,1001.2231 
quant Liquid Fund - Growth Option - Direct Plan,36.5543 
quant Liquid Fund - Growth Option - Regular Plan,35.8164 
quant Liquid Fund - Monthly IDCW Option - Direct Plan,15.5991 
quant Liquid Fund - Monthly IDCW Option - Regular Plan,15.2097 
quant Liquid Fund - Weekly IDCW Option - Direct Plan,14.1043 
quant Liquid Fund - Weekly IDCW Option - Regular Plan,13.3864 
quant Liquid Fund-Daily IDCW Option - Direct Plan,13.2303 
quant Liquid Fund-Daily IDCW Option - Regular Plan,12.8822 
quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option,11.3676 
quant Liquid Fund-Unclaimed Dividend-Growth Option,11.3682 
quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option,11.3676 
quant Liquid Fund-Unclaimed Redemption Plan-Growth Option,11.3884 
Quantum Liquid Fund - Direct Plan Daily IDCW,10.0085 
Quantum Liquid Fund - Direct Plan Growth Option,30.5366 
Quantum Liquid Fund - Direct Plan Monthly IDCW,10.0511 
Quantum Liquid Fund - Regular Plan Daily IDCW,10.0002 
Quantum Liquid Fund - Regular Plan Growth Option,30.3879 
Quantum Liquid Fund - Regular Plan Monthly IDCW,10.0456 
SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1160.6083 
SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1144.0484 
SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1213.8795 
SBI Liquid Fund - DIRECT PLAN -Growth,3554.1456 
SBI Liquid Fund - Institutional - Growth,3559.4818 
SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW),1143.5230 
SBI Liquid Fund - Institutional Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1170.1158 
SBI Liquid Fund - Institutional Weekly Income Distribution cum Capital Withdrawal Option (IDCW),N.A. 
SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1140.7391 
SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1157.2152 
SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1210.3110 
SBI Liquid Fund - REGULAR PLAN -Growth,3526.1508 
Sundaram  Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Quarterly IDCW,1063.6619 
Sundaram Liquid Fund (Formerly Known as  Principal Cash Management Fund) Regular Plan Principal Units,1100.8535 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund )- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily,1000.6367 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Daily Income Distribution CUM Capital Withdrawal,1000.8893 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,2005.2441 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Monthly Income Distribution CUM Capital Withdrawal Option,1029.4369 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Direct Plan - Income Distribution CUM Capital Withdrawal Option - Monthly,1029.5920 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,1988.7848 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Fortnightly IDCW,1024.9841 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Principal Units,1102.7049 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Fortnightly IDCW,1024.9111 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Quarterly IDCW,1061.8514 
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Unclaimed Redemption More 3 Years,1000.0000 
Sundaram Liquid Fund (Formerly Principal Cash Management Fund) - Weekly Income Distribution CUM Capital Withdrawal Option,1007.3478 
Sundaram Liquid Fund(Formerly Known as Principal Cash Management Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly,1007.8202 
Tata Liquid Fund -Regular Plan - Growth Option,3548.4933 
Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option,1001.5187 
Tata Liquid Fund- Direct Plan-Growth Option,3582.3701 
Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option,1001.5157 
Taurus Liquid Fund-Dividend,1013.9743 
Taurus Liquid Fund-Growth,2368.5909 
TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal,1077.1169 
TRUSTMF Liquid Fund-Direct Plan-Growth,1100.7498 
TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal,1052.1525 
TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal,1061.7088 
TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal,1060.8555 
TRUSTMF Liquid Fund-Regular Plan-Growth,1097.3396 
TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal,1049.6434 
TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal,1042.7358 
Union Liquid Fund - Daily IDCW Option,1000.7927 
Union Liquid Fund - Direct Plan - Daily IDCW Option,1000.7927 
Union Liquid Fund - Direct Plan - Fortnightly IDCW Option,1001.6642 
Union Liquid Fund - Direct Plan - Growth Option,2188.7743 
Union Liquid Fund - Direct Plan - Monthly IDCW Option,1004.4797 
Union Liquid Fund - Direct Plan - Weekly IDCW Option,1000.7885 
Union Liquid Fund - Fortnightly IDCW Option,1001.6575 
Union Liquid Fund - Growth Option,2166.7909 
Union Liquid Fund - Monthly IDCW Option,1004.4365 
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,1000.0000 
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,1167.6169 
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,1000.0000 
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,1167.3290 
Union Liquid Fund - Weekly IDCW Option,1000.9656 
UTI Liquid Cash Plan - Direct Plan - Annual IDCW,1636.8697 
UTI Liquid Cash Plan - Direct Plan - Daily IDCW (Reinvestment),1062.565 
UTI Liquid Cash Plan - Direct Plan - Flexi IDCW,1348.1994 
UTI Liquid Cash Plan - Direct Plan - Fortnightly IDCW,1156.1821 
UTI Liquid Cash Plan - Direct Plan - Half-Yearly IDCW,1278.6104 
UTI Liquid Cash Plan - Direct Plan - Monthly IDCW,1049.6248 
UTI Liquid Cash Plan - Direct Plan - Quarterly IDCW,1545.9114 
UTI Liquid Cash Plan - Direct Plan - Weekly IDCW,1155.7854 
UTI Liquid Cash Plan - Regular Plan - Annual IDCW,1629.4624 
UTI Liquid Cash Plan - Regular Plan - Daily IDCW (Reinvestment),1079.3045 
UTI Liquid Cash Plan - Regular Plan - Flexi IDCW,1342.9656 
UTI Liquid Cash Plan - Regular Plan - Fortnightly IDCW,1155.3475 
UTI Liquid Cash Plan - Regular Plan - Half-Yearly IDCW,1134.5267 
UTI Liquid Cash Plan - Regular Plan - Monthly IDCW,1036.9505 
UTI Liquid Cash Plan - Regular Plan - Quarterly IDCW,1538.5763 
UTI Liquid Cash Plan - Regular Plan - Weekly IDCW,1054.1608 
UTI-  Liquid Cash Plan - Direct Plan - Growth Option,3721.9579 
UTI-  Liquid Cash Plan - Regular Plan - Growth Option,3695.4164 
UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1075.6313 
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,3378.3043 
UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,1134.41 
WhiteOak Capital Liquid Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.9842 
WhiteOak Capital Liquid Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1002.0723 
WhiteOak Capital Liquid Fund- Direct plan-Growth Option,1219.1381 
WhiteOak Capital Liquid Fund- Direct plan-Monthly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.8872 
WhiteOak Capital Liquid Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.3308 
WhiteOak Capital Liquid Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.9519 
WhiteOak Capital Liquid Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1004.0539 
WhiteOak Capital Liquid Fund- Regular plan-Growth Option,1214.3886 
WhiteOak Capital Liquid Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.4041 
WhiteOak Capital Liquid Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.3276 
Aditya Birla Sun Life Long Duration Fund-Direct Growth,10.9376 
Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout,10.9377 
Aditya Birla Sun Life Long Duration Fund-Regular Growth,10.8874 
Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout,10.8819 
Axis Long Duration Fund - Direct Plan - Annual IDCW,1058.6768 
Axis Long Duration Fund - Direct Plan - Growth,1061.3222 
Axis Long Duration Fund - Direct Plan - Monthly IDCW,1061.3102 
Axis Long Duration Fund - Direct Plan - Quarterly IDCW,1058.7300 
Axis Long Duration Fund - Direct Plan -Daily IDCW,1011.6580 
Axis Long Duration Fund - Regular Plan - Annual IDCW,1056.4831 
Axis Long Duration Fund - Regular Plan - Daily IDCW,1025.1958 
Axis Long Duration Fund - Regular Plan - Growth,1059.0717 
Axis Long Duration Fund - Regular Plan - Monthly IDCW,1059.0529 
Axis Long Duration Fund - Regular Plan - Quarterly IDCW,1056.4798 
HDFC Long Duration Debt Fund - Growth Option,10.5411 
HDFC Long Duration Debt Fund - Growth Option - Direct Plan,10.5543 
HDFC Long Duration Debt Fund - IDCW Option,10.4423 
HDFC Long Duration Debt Fund - IDCW Option - Direct Plan,10.448 
ICICI Prudential Long Term Bond Fund - Annual IDCW,10.4720 
ICICI Prudential Long Term Bond Fund - Bonus,68.2598 
ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,82.8585 
ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW,11.9879 
ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW,12.8891 
ICICI Prudential Long Term Bond Fund - Growth,76.5838 
ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,11.1771 
ICICI Prudential Long Term Bond Fund - Quarterly IDCW,12.5407 
ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW,11.5873 
ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,11.7562 
ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly,10.8508 
ICICI Prudential Long Term Bond Fund-Institutional Option-Growth,73.5439 
NIPPON INDIA NIVESH LAKSHYA FUND - ANNUAL IDCW Option,12.1244 
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option,12.1356 
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - HALF YEARLY IDCW Option,12.4025 
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option,15.4933 
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option,12.0162 
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option,11.8261 
NIPPON INDIA NIVESH LAKSHYA FUND - HALF YEARLY IDCW Option,12.3700 
NIPPON INDIA NIVESH LAKSHYA FUND - IDCW Option,15.2523 
NIPPON INDIA NIVESH LAKSHYA FUND - MONTHLY IDCW Option,12.0027 
NIPPON INDIA NIVESH LAKSHYA FUND - QUARTERLY IDCW Option,11.7761 
Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option,15.4931 
Nippon India Nivesh Lakshya Fund- Growth Option,15.2532 
SBI Long Duration Fund - Direct Plan - Growth,10.6511 
SBI Long Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.6513 
SBI Long Duration Fund - Regular Plan - Growth,10.6321 
SBI Long Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.6320 
UTI Long Duration Fund - Direct Plan - Annual IDCW Option,10.4054 
UTI Long Duration Fund - Direct Plan - Growth Option,10.4054 
UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option,10.4054 
UTI Long duration Fund - Direct Plan - Quarterly IDCW Option,10.4054 
UTI Long Duration Fund - Regular Plan - Annual IDCW Option,10.3871 
UTI Long Duration Fund - Regular Plan - Flexi IDCW Option,10.3871 
UTI Long Duration Fund - Regular Plan - Growth Option,10.3871 
UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option,10.3871 
UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option,10.3871 
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,618.0036 
Aditya Birla Sun Life Low Duration Fund - Growth Plan,567.4122 
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,397.8482 
Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW,100.1672 
Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW,100.7954 
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW,100.1673 
Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW,99.9054 
Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW,100.165 
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,100.5983 
Axis Treasury Advantage Fund - Direct Plan - Bonus Option,1847.5931 
Axis Treasury Advantage Fund - Direct Plan - Daily IDCW,1012.4737 
Axis Treasury Advantage Fund - Direct Plan - Growth Option,2760.3811 
Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW,1013.9547 
Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW,1012.0295 
Axis Treasury Advantage Fund - Regular Plan - Daily IDCW,1013.2484 
Axis Treasury Advantage Fund - Regular Plan - Growth Option,2651.2448 
Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW,1013.7701 
Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW,1012.0206 
Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,1012.4736 
Axis Treasury Advantage Fund - Retail Plan - Growth Option,2485.6705 
Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW,1013.7707 
Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,1012.0209 
BANDHAN Low Duration Fund - Regular Plan - Daily IDCW,10.1015 
BANDHAN Low Duration Fund - Regular Plan - Growth,33.2076 
BANDHAN Low Duration Fund - Regular Plan - Monthly IDCW,10.1365 
BANDHAN Low Duration Fund - Regular Plan - Periodic IDCW,11.0269 
BANDHAN Low Duration Fund - Regular Plan - Quarterly IDCW,10.9791 
BANDHAN Low Duration Fund - Regular Plan - Weekly IDCW,10.1182 
BANDHAN Low Duration Fund-Direct Plan-Daily IDCW,10.1111 
BANDHAN Low Duration Fund-Direct Plan-Growth,33.8356 
BANDHAN Low Duration Fund-Direct Plan-Monthly IDCW,10.1512 
BANDHAN Low Duration Fund-Direct Plan-Periodic IDCW,11.0844 
BANDHAN Low Duration Fund-Direct Plan-Quarterly IDCW,10.9112 
BANDHAN Low Duration Fund-Direct Plan-Weekly IDCW,10.1066 
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Daily IDCW Option,10.0835 
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option,37.3699 
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option,10.1941 
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option,10.0102 
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - DAILY IDCW OPTION,10.0604 
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION,34.6896 
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION,10.3071 
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION,10.0102 
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily IDCW Option,10.0499 
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option,34.7170 
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option,10.4867 
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly IDCW Option,10.0102 
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),10.2600 
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,37.0121 
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),33.1019 
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2993 
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2741 
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),10.2600 
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,36.2409 
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),32.4630 
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2983 
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2738 
DSP Low Duration Fund - Direct Plan - Growth,17.5050 
DSP Low Duration Fund - Direct Plan - IDCW - Daily,10.1268 
DSP Low Duration Fund - Direct Plan - IDCW - Monthly,11.6537 
DSP Low Duration Fund - Direct Plan - IDCW - Quarterly,10.7641 
DSP Low Duration Fund - Direct Plan - IDCW - Weekly,10.1386 
DSP Low Duration Fund - Regular Plan - Growth,17.0654 
DSP Low Duration Fund - Regular Plan - IDCW - Daily,10.1814 
DSP Low Duration Fund - Regular Plan - IDCW - Monthly,10.5256 
DSP Low Duration Fund - Regular Plan - IDCW - Quarterly,10.7351 
DSP Low Duration Fund - Regular Plan - IDCW - Weekly,10.1382 
Franklin India Low Duration Fund - Direct - Growth,28.6858 
Franklin India Low Duration Fund - Direct - Monthly - IDCW,13.3317 
Franklin India Low Duration Fund - Direct - Quarterly - IDCW,13.1009 
Franklin India Low Duration Fund - Growth Plan,32.6071 
Franklin India Low Duration Fund - Monthly - IDCW,15.0351 
Franklin India Low Duration Fund - Quarterly - IDCW,14.7667 
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan,0.0000 
